feature,importance
desc_tfidf_movement will be,0.00019657153094338758
desc_tfidf_karthiknagara towards,0.00019549376209707572
desc_tfidf_bhoomi road,0.00019548972521868035
desc_tfidf_sunkadakatte,0.0001882990128156878
desc_tfidf_puniya,0.0001827386610286664
desc_tfidf_jakkuru,0.0001825511608801453
desc_tfidf_puniya bhoomi,0.00018163451921936828
desc_tfidf_traffic one,0.00018069784852958994
desc_tfidf_cross junction,0.00017426249735851216
desc_tfidf_bellandur,0.00017102762955954504
desc_tfidf_pin 560103 india,0.00017077742616563633
desc_tfidf_nagavara bengaluru,0.00016787826567273419
desc_tfidf_nagarbhavi stage,0.00016662508024941147
desc_tfidf_road due to,0.00016569759364486585
desc_tfidf_560080 india,0.00016462603894198567
desc_tfidf_puniya bhoomi road,0.00016438376664974826
desc_tfidf_work outer,0.00015855273001559627
desc_tfidf_560080,0.00015613249463278047
desc_tfidf_pin 560080 india,0.0001455617081758385
desc_tfidf_off road due,0.00014373407393920116
desc_tfidf_560057,0.00014158754135502926
desc_tfidf_be slow due,0.00013849807863681782
desc_tfidf_this,0.0001353774971841931
desc_tfidf_pin 560080,0.00013352608957638398
desc_tfidf_slow due to,0.00013325366437222358
desc_tfidf_karnataka pin 560080,0.00013280667005479652
desc_tfidf_slow moving sir,0.0001247968985589656
desc_tfidf_sadashiva,0.00011437599574879714
desc_tfidf_road karthik nagar,0.00011352148358634893
desc_tfidf_sadashiva nagar bengaluru,0.00010319804783860041
desc_tfidf_circle sadashiva nagar,0.00010318379438755612
desc_tfidf_sadashiva nagar,0.00010294255235207948
desc_tfidf_gear,9.73413367736933e-05
desc_tfidf_outgoing,9.549389756730977e-05
desc_tfidf_karthiknagara,6.783531090976431e-05
desc_tfidf_clutch,5.8677902254903766e-05
desc_tfidf_side movement,5.767276885110471e-05
desc_tfidf_one side movement,5.3408064766435434e-05
desc_tfidf_ring road karthik,4.1703481495655105e-05
